"","dataset","sampleID","G.check","XIST_214218_s_at_8687","XIST_221728_x_at_1196","XIST_224588_at_1147332","XIST_224589_at_1147331","XIST_224590_at_1147330","XIST_227671_at_1144254","KDM5D_206700_s_at_16058","RPS4Y1_201909_at_20847","G.kmean","KMvsGEO","medianFemale","medianMale","medianF_M","G.medianF_M","Kmean.Median"
"86","GSE10760","GSE10760_Biomat_87","male",4.754177082,2.494937155,2.743446433,3.589763415,3.678043097,2.598492663,8.537244691,11.44735279,"male","male",3.166604924,9.9922987405,-6.8256938165,"male","male"
"87","GSE10760","GSE10760_Biomat_88","male",5.070843687,2.541992313,2.736174076,3.584455041,2.7205756,2.574225367,7.922963081,11.14900829,"male","male",2.728374838,9.5359856855,-6.8076108475,"male","male"
"88","GSE10760","GSE10760_Biomat_89","male",5.154443769,2.554727682,2.874100032,3.704030714,3.529119886,2.585014873,8.19588567,11.5405554,"male","male",3.201609959,9.868220535,-6.666610576,"male","male"
"89","GSE10760","GSE10760_Biomat_9","male",8.050396397,1.917599019,2.512472101,3.586585738,3.02387455,1.971437455,10.52178548,14.20530078,"male","male",2.7681733255,12.36354313,-9.5953698045,"male","male"
"90","GSE10760","GSE10760_Biomat_90","female",9.930765121,11.13178823,12.44492453,8.233976133,8.909745475,12.64599196,2.555041296,2.805817935,"female","female",10.5312766755,2.6804296155,7.85084706,"female","female"
"91","GSE10760","GSE10760_Biomat_91","female",9.379017493,10.89849765,12.28253413,7.745483541,7.705411475,12.44131215,2.398479229,2.870274583,"female","female",10.1387575715,2.634376906,7.5043806655,"female","female"
"92","GSE10760","GSE10760_Biomat_92","female",9.193817857,10.61918801,12.50094616,3.633702434,8.072471349,12.10328781,2.489602305,3.631588906,"female","female",9.9065029335,3.0605956055,6.845907328,"female","female"
"93","GSE10760","GSE10760_Biomat_93","female",8.705899747,10.17486724,12.56310489,8.935458412,8.023112321,12.49355369,2.684507639,2.997116709,"female","female",9.555162826,2.840812174,6.714350652,"female","female"
"94","GSE10760","GSE10760_Biomat_94","female",9.260930036,10.31042244,12.44633947,7.613824037,8.550139375,12.18893899,2.55906784,3.634761912,"female","female",9.785676238,3.096914876,6.688761362,"female","female"
"95","GSE10760","GSE10760_Biomat_95","female",10.23706896,11.00152882,12.51462574,7.484098917,7.72479705,11.98594867,2.580975863,3.761999002,"female","female",10.61929889,3.1714874325,7.4478114575,"female","female"
"96","GSE10760","GSE10760_Biomat_96","female",10.12832103,10.6259915,12.21228569,7.437253446,8.091447305,12.39292906,2.510275199,3.700723741,"female","female",10.377156265,3.10549947,7.271656795,"female","female"
"97","GSE10760","GSE10760_Biomat_97","female",9.319927249,10.32289721,12.43132146,9.077264076,7.79332564,12.28341272,2.549492237,2.980374083,"female","female",9.8214122295,2.76493316,7.0564790695,"female","female"
"98","GSE10760","GSE10760_Biomat_98","female",9.358604271,10.23656847,12.8030126,6.508831549,9.435837824,12.28569432,2.491968306,3.070505283,"female","female",9.836203147,2.7812367945,7.0549663525,"female","female"
"99","GSE2138","GSE2138_Biomat_10","female",6.98071082890019,7.59170933316174,6.37677657188298,5.36806987653208,6.19377174339668,5.76022094646651,5.2364926183813,5.45285896471381,"female","female",6.28527415763983,5.34467579154756,0.940598366092274,"female","female"
"100","GSE2138","GSE2138_Biomat_11","male",2.70043971814109,3.27798474729977,1.92599941855622,0.765534746362977,-2.32192809488736,0.925999418556223,4.02680005934372,6.06177619758669,"male","male",1.42599941855622,5.0442881284652,-3.61828870990898,"male","male"
"101","GSE2138","GSE2138_Biomat_12","male",3.65535182861255,5.48542682717024,1.8073549220576,3.81762325751143,0.485426827170242,4.09592441999854,3.74416109557041,7.38801728534513,"male","male",3.73648754306199,5.56608919045777,-1.82960164739578,"male","male"
"102","GSE2138","GSE2138_Biomat_13","male",2.10433665981474,3.76553474636298,1.53605290024021,2,-0.321928094887362,3.86789646399265,3.39231742277876,6.4708621994137,"male","male",2.05216832990737,4.93158981109623,-2.87942148118886,"male","male"
"103","GSE2138","GSE2138_Biomat_14","female",7.14771372235215,8.61249994573944,8.85143673596167,4,6.31288295528436,6.34163000932991,0.263034405833794,2.0703893278914,"female","female",6.74467186584103,1.1667118668626,5.57795999897844,"female","female"
"104","GSE2138","GSE2138_Biomat_15","male",3.64385618977472,4.00898878322726,1.37851162325373,2.65535182861255,0.765534746362977,4.24792751344359,4.20163386116965,6.33806779754262,"male","male",3.14960400919364,5.26985082935613,-2.12024682016249,"male","male"
"105","GSE2138","GSE2138_Biomat_16","female",6.3037807481771,7.13442632022093,7.63444806236231,4.55458885167764,5.34695688937888,5.74685018309805,-0.736965594166206,2.32192809488736,"female","female",6.02531546563758,0.792481250360578,5.232834215277,"female","female"
"106","GSE2138","GSE2138_Biomat_17","male",3.23266075679027,3.01792190799726,1.67807190511264,3,-1.32192809488736,3.08746284125034,4.41278152533848,6.9518675043269,"male","male",3.00896095399863,5.68232451483269,-2.67336356083406,"male","male"
"107","GSE2138","GSE2138_Biomat_18","female",7.07574653806091,7.78659636189081,8.14669594803066,4.83289001416474,6.09169983413681,6.0639343057541,1.58496250072116,3.43295940727611,"female","female",6.58372318609886,2.50896095399863,4.07476223210023,"female","female"
"108","GSE2138","GSE2138_Biomat_19","female",6.8801957289431,8.21916852046216,8.842664621825,4.65535182861255,5.48542682717024,6.4178525148859,0.584962500721156,2.63226821549951,"female","female",6.6490241219145,1.60861535811033,5.04040876380416,"female","female"
"109","GSE2138","GSE2138_Biomat_2","female",5.0703893278914,5.69209237542757,5.04439411935845,3.21723071622067,3.16992500144231,4.18586654531133,3.95419631038688,2.86789646399265,"female","female",4.61513033233489,3.41104638718977,1.20408394514513,"female","female"
"110","GSE2138","GSE2138_Biomat_20","female",7.54689445988764,8.4487357980294,8.68544963843391,5.84046323386954,6.20359271420771,6.32912359629157,3.40599235967584,3.08746284125034,"female","female",6.9380090280896,3.24672760046309,3.69128142762651,"female","female"
"111","GSE2138","GSE2138_Biomat_3","female",6.60880924267552,7.46270675067016,7.19475685442225,6.04875931191986,6.01792190799726,5.07895134139482,2.56071495447448,5.01346225980656,"female","female",6.32878427729769,3.78708860714052,2.54169567015717,"female","female"
"112","GSE2138","GSE2138_Biomat_4","male",1.67807190511264,3.79701297783614,0.765534746362977,2.10433665981474,-2.32192809488736,1.96347412397489,3.21723071622067,5.2364926183813,"male","male",1.82077301454376,4.22686166730099,-2.40608865275722,"male","male"
"113","GSE2138","GSE2138_Biomat_5","female",3.74416109557041,4.56071495447448,5.20945336562895,3.54843662469604,2.92599941855622,3.36457243229586,2.58496250072116,2.56071495447448,"female","female",3.64629886013323,2.57283872759782,1.07346013253541,"female","female"
"114","GSE2138","GSE2138_Biomat_6","male",2.84799690655495,3.48542682717024,0.765534746362977,0.678071905112638,-3.32192809488736,3.13750352374994,4.83289001416474,6.12515513132229,"male","male",1.80676582645896,5.47902257274352,-3.67225674628455,"male","male"
"115","GSE2138","GSE2138_Biomat_7","female",5.01346225980656,5.94719858426206,6.71287086768991,4.36457243229586,4.54843662469604,4.62058641045188,1.13750352374994,2.8073549220576,"female","female",4.81702433512922,1.97242922290377,2.84459511222545,"female","female"
"116","GSE2138","GSE2138_Biomat_8","female",6.42122329922514,7.5453506448223,8.23553560671046,5.11270013274936,5.86294724802092,5.89965902637744,3.0703893278914,2.84799690655495,"female","female",6.16044116280129,2.95919311722317,3.20124804557812,"female","female"
"117","GSE2138","GSE2138_Biomat_9","female",4.48542682717024,5.44294349584873,5.37503943134692,2.0703893278914,3.05311133645956,3.35049724708413,3.18586654531133,1.8073549220576,"female","female",3.91796203712719,2.49661073368447,1.42135130344272,"female","female"
"118","GSE8397","GSE8397_Biomat_1","male",3.056681426,2.176562705,2.462437802,3.486972653,3.319029115,2.411603132,7.457185797,9.097291853,"male","male",2.759559614,8.277238825,-5.517679211,"male","male"
"119","GSE8397","GSE8397_Biomat_10","male",3.229459562,2.254207602,2.512308461,3.576571441,3.42664137,2.777750761,6.014923649,8.983104255,"male","male",3.0036051615,7.499013952,-4.4954087905,"male","male"
"120","GSE8397","GSE8397_Biomat_11","female",6.875450134,8.164793432,10.53736677,5.002204239,6.072253188,7.633636627,3.025419447,2.488487379,"female","female",7.2545433805,2.756953413,4.4975899675,"female","female"
"121","GSE8397","GSE8397_Biomat_12","male",2.922761874,2.163457431,2.455726334,3.38688079,3.315788785,2.439746098,6.706380342,9.716893997,"male","male",2.689244104,8.2116371695,-5.5223930655,"male","male"
"122","GSE8397","GSE8397_Biomat_13","male",3.051938378,2.178390147,2.497630898,3.556589747,3.33619855,2.460011844,6.010971574,9.331501646,"male","male",2.774784638,7.67123661,-4.896451972,"male","male"
"123","GSE8397","GSE8397_Biomat_14","female",7.474567782,8.110882093,11.48852101,7.660347374,7.452860906,8.182480909,2.820718883,2.891079642,"female","female",7.8856147335,2.8558992625,5.029715471,"female","female"
"124","GSE8397","GSE8397_Biomat_15","female",6.918900808,7.861976016,11.33425389,5.888815394,5.643851889,8.738182379,3.080774423,2.782331701,"female","female",7.390438412,2.931553062,4.45888535,"female","female"
"125","GSE8397","GSE8397_Biomat_16","male",3.401563093,2.233115562,2.558425053,3.7767893,3.45400566,2.621037425,5.700205359,9.817726532,"male","male",3.011300259,7.7589659455,-4.7476656865,"male","male"
"126","GSE8397","GSE8397_Biomat_17","male",3.162413906,2.221017662,2.442477088,3.521227582,3.299961997,2.413735508,6.17991667,9.091115063,"male","male",2.802445497,7.6355158665,-4.8330703695,"male","male"
"127","GSE8397","GSE8397_Biomat_18","male",3.27619674,2.243928572,2.546216048,3.758719889,3.479774705,2.637161108,5.666422915,9.577274582,"male","male",2.956678924,7.6218487485,-4.6651698245,"male","male"
"128","GSE8397","GSE8397_Biomat_19","female",7.587666998,8.256489207,11.25078098,7.504971857,7.141935273,8.750531744,3.494902884,3.627607783,"female","female",7.9220781025,3.5612553335,4.360822769,"female","female"
"129","GSE8397","GSE8397_Biomat_2","male",3.278228013,2.276011812,2.519962678,3.577308901,3.393801459,2.630718334,6.029332975,8.723704168,"male","male",2.9544731735,7.3765185715,-4.422045398,"male","male"
"130","GSE8397","GSE8397_Biomat_20","female",7.103572924,7.977144595,10.11472102,5.398758777,6.11318949,5.155742482,3.412836599,3.654046894,"female","female",6.608381207,3.5334417465,3.0749394605,"female","female"
"131","GSE8397","GSE8397_Biomat_21","female",7.939969083,8.2810837,10.88141509,6.889889006,4.875216134,6.121541328,3.577127593,2.777500397,"female","female",7.4149290445,3.177313995,4.2376150495,"female","female"
"132","GSE8397","GSE8397_Biomat_22","male",3.161270997,2.213767773,2.458408894,3.478014909,3.31973295,2.4439361,6.153247584,8.967046985,"male","male",2.8098399455,7.5601472845,-4.750307339,"male","male"
"133","GSE8397","GSE8397_Biomat_23","male",3.237342756,2.237931353,2.539176847,3.59979479,3.478636259,2.513221028,6.26076313,9.281021347,"male","male",2.8882598015,7.7708922385,-4.882632437,"male","male"
"134","GSE8397","GSE8397_Biomat_24","male",3.130617091,2.203856356,2.469785054,3.519555402,3.319290745,2.454294997,6.10671213,9.318081964,"male","male",2.8002010725,7.712397047,-4.9121959745,"male","male"
"135","GSE8397","GSE8397_Biomat_25","male",3.0619083,2.185651487,2.443068829,3.472943508,3.247457508,2.427247427,6.365935604,9.104097863,"male","male",2.7524885645,7.7350167335,-4.982528169,"male","male"
"136","GSE8397","GSE8397_Biomat_26","male",3.080922765,2.186830704,2.469211989,3.572611732,3.32049132,2.443697454,6.38859419,9.127073285,"male","male",2.775067377,7.7578337375,-4.9827663605,"male","male"
"137","GSE8397","GSE8397_Biomat_27","male",3.289457635,2.316375189,2.455176595,3.562218925,3.302505629,2.447013753,6.132858069,9.125485591,"male","male",2.872317115,7.62917183,-4.756854715,"male","male"
"138","GSE8397","GSE8397_Biomat_28","female",7.576100794,8.128965645,11.0002494,5.636254855,6.044531213,9.033334495,3.092105045,2.368755,"female","female",7.8525332195,2.7304300225,5.122103197,"female","female"
"139","GSE8397","GSE8397_Biomat_29","male",2.98195752,2.1467242,2.441927586,3.396722104,3.146185167,2.648617988,6.413836047,9.422824122,"male","male",2.815287754,7.9183300845,-5.1030423305,"male","male"
"140","GSE8397","GSE8397_Biomat_3","male",3.163969644,2.224479277,2.463934306,3.508201354,3.410708319,2.425701619,6.296927022,8.829068539,"male","male",2.813951975,7.5629977805,-4.7490458055,"male","male"
"141","GSE8397","GSE8397_Biomat_30","male",3.053388477,2.18594004,2.474426304,3.474865215,3.284004092,2.4394908,6.370509481,9.457239682,"male","male",2.7639073905,7.9138745815,-5.149967191,"male","male"
"142","GSE8397","GSE8397_Biomat_31","female",7.241289134,7.875198481,10.69566608,5.511412545,6.770289037,7.78647424,3.387253121,3.781203305,"female","female",7.513881687,3.584228213,3.929653474,"female","female"
"143","GSE8397","GSE8397_Biomat_32","female",8.023046701,8.492604514,11.10906303,6.433845798,5.890209866,8.575469628,3.474449928,2.70003419,"female","female",8.2578256075,3.087242059,5.1705835485,"female","female"
"144","GSE8397","GSE8397_Biomat_33","male",3.275186736,2.305326214,2.589236834,4.198424525,3.704186822,2.526562807,5.864729974,9.872435828,"male","male",2.932211785,7.868582901,-4.936371116,"male","male"
"145","GSE8397","GSE8397_Biomat_34","male",3.177985572,2.218729058,2.718816034,4.045907025,3.542741854,2.659050695,6.28852816,8.995766668,"male","male",2.948400803,7.642147414,-4.693746611,"male","male"
"146","GSE8397","GSE8397_Biomat_35","male",3.145694576,2.220116899,2.698970343,4.141809863,3.704485651,2.552495783,6.344892272,9.191841367,"male","male",2.9223324595,7.7683668195,-4.84603436,"male","male"
"147","GSE8397","GSE8397_Biomat_36","female",7.833708086,8.52553869,10.95211069,5.990588895,7.027952047,9.233394396,4.016862807,2.706783196,"female","female",8.179623388,3.3618230015,4.8178003865,"female","female"
"148","GSE8397","GSE8397_Biomat_37","female",8.07967888,8.311123776,10.63973237,6.413932492,6.036384017,6.430554585,3.028847492,2.644473066,"female","female",7.2551167325,2.836660279,4.4184564535,"female","female"
"149","GSE8397","GSE8397_Biomat_38","female",6.404668113,7.459663063,10.76073938,5.542426663,4.847687556,8.572190842,3.113679643,3.299806717,"female","female",6.932165588,3.20674318,3.725422408,"female","female"
"150","GSE8397","GSE8397_Biomat_39","male",3.303026096,2.237986402,2.562484895,3.826569821,3.500777475,2.583912028,6.462584115,8.967046985,"male","male",2.943469062,7.71481555,-4.771346488,"male","male"
"151","GSE8397","GSE8397_Biomat_4","female",6.863395161,8.535899653,10.59522294,6.129775047,6.861709074,8.990296383,3.095901603,2.936979729,"female","female",7.699647407,3.016440666,4.683206741,"female","female"
"152","GSE8397","GSE8397_Biomat_40","male",3.197166404,2.248708462,2.469699109,3.482087638,3.28119463,2.615826563,6.061017354,9.173304751,"male","male",2.9064964835,7.6171610525,-4.710664569,"male","male"
"153","GSE8397","GSE8397_Biomat_41","female",7.348561892,7.577808421,10.63532185,6.82576197,6.300149166,9.103552464,2.952669807,3.260898184,"female","female",7.4631851565,3.1067839955,4.356401161,"female","female"
"154","GSE8397","GSE8397_Biomat_42","male",3.070663183,2.186104902,2.477747904,3.555915221,3.333081062,2.457437338,6.490823693,9.493231484,"male","male",2.7742055435,7.9920275885,-5.217822045,"male","male"
"155","GSE8397","GSE8397_Biomat_43","male",3.140064492,2.225543907,2.473444697,3.486161777,3.286775572,2.455889374,6.243832529,9.058575915,"male","male",2.8067545945,7.651204222,-4.8444496275,"male","male"
"156","GSE8397","GSE8397_Biomat_44","male",3.189382632,2.226524523,2.455118716,3.448941484,3.3177463,2.449760081,6.567652108,9.055376994,"male","male",2.822250674,7.811514551,-4.989263877,"male","male"
"157","GSE8397","GSE8397_Biomat_45","female",7.549863628,7.778808535,10.57214398,7.020092827,6.691563824,8.951776606,3.275040689,3.447646211,"female","female",7.6643360815,3.36134345,4.3029926315,"female","female"
"158","GSE8397","GSE8397_Biomat_46","male",2.947042214,2.165600622,2.450451786,3.523914096,3.336384242,2.441104269,6.287052765,9.911578827,"male","male",2.698747,8.099315796,-5.400568796,"male","male"
"159","GSE8397","GSE8397_Biomat_47","male",3.001147269,2.182746887,2.483246326,3.590231665,3.336184265,2.861547255,6.559491992,9.071161674,"male","male",2.931347262,7.815326833,-4.883979571,"male","male"
"160","GSE8397","GSE8397_Biomat_5","male",3.201973375,2.240992592,2.536991008,3.809991576,3.449258516,2.525164997,6.212294686,9.301178492,"male","male",2.8694821915,7.756736589,-4.8872543975,"male","male"
"161","GSE8397","GSE8397_Biomat_6","male",3.373537735,2.371860533,2.561649403,3.729270939,3.450050792,2.654486643,6.38592962,8.967046985,"male","male",3.014012189,7.6764883025,-4.6624761135,"male","male"
"162","GSE8397","GSE8397_Biomat_7","female",6.879143895,7.933067123,11.99365272,6.533532346,6.636445095,9.779869611,3.893314681,2.768301516,"female","female",7.406105509,3.3308080985,4.0752974105,"female","female"
"163","GSE8397","GSE8397_Biomat_8","male",3.186894336,2.216371626,2.491199575,3.63581337,3.338881626,2.465821037,6.061723783,9.234175568,"male","male",2.8390469555,7.6479496755,-4.80890272,"male","male"
"164","GSE8397","GSE8397_Biomat_9","male",3.103565588,2.2047329,2.448161555,3.494314107,3.201231625,2.461578966,5.795371059,9.196897089,"male","male",2.782572277,7.496134074,-4.713561797,"male","male"
"165","GSE9676","GSE9676_Biomat_1","male",5.31038374984279,2.74516202169817,2.78125058919099,4.05845504308357,3.52977098219889,2.8502433564224,8.47271114444881,11.8472218133497,"male","male",3.19000716931064,10.1599664788992,-6.96995930958859,"male","male"
"166","GSE9676","GSE9676_Biomat_10","male",4.95254324517841,2.71142882750135,2.75672443256749,4.00377311936363,3.5749370843549,2.61565641255111,8.2993225134503,11.8342182006577,"male","male",3.1658307584612,10.066770357054,-6.90093959859283,"male","male"
"167","GSE9676","GSE9676_Biomat_11","male",4.54059148684044,2.81358009757391,2.78848735250773,4.03218020684817,3.50407371715229,2.6337961974163,8.84947391077756,11.8655438370408,"male","male",3.1588269073631,10.3575088739092,-7.19868196654611,"male","male"
"168","GSE9676","GSE9676_Biomat_12","male",4.49302601137544,2.57435586514387,2.79888415367643,4.0245945027367,2.94994947319477,2.63499976774549,8.77069031868579,11.7876291721559,"male","male",2.8744168134356,10.2791597454208,-7.40474293198522,"male","male"
"169","GSE9676","GSE9676_Biomat_13","male",4.94227051676686,2.72245072307891,2.7912285410838,4.01483730113742,3.53935736192338,2.6341355292948,8.70447776941992,11.965899695649,"male","male",3.16529295150359,10.3351887325345,-7.16989578103086,"male","male"
"170","GSE9676","GSE9676_Biomat_14","male",5.24153514179572,3.02520070245417,2.72860625219838,3.99954908734095,3.36158590590257,2.58796018988911,8.64886086444705,12.06759569694,"male","male",3.19339330417837,10.3582282806935,-7.16483497651518,"male","male"
"171","GSE9676","GSE9676_Biomat_15","male",4.46779463670216,2.6738707073268,2.80697977257543,4.00507655783333,3.54070926267143,2.80317536305105,8.59081531823019,11.9812426033121,"male","male",3.17384451762343,10.2860289607712,-7.11218444314774,"male","male"
"172","GSE9676","GSE9676_Biomat_16","female",9.68857028963663,10.4407757526775,12.0389532734629,7.04463454849673,8.12662704527136,11.0369016463239,6.8939203461575,3.83961700749316,"female","female",10.0646730211571,5.36676867682533,4.69790434433173,"female","female"
"173","GSE9676","GSE9676_Biomat_17","female",9.21318929603215,10.0561906135742,12.0341696232512,7.11363799658159,8.26224991500453,10.8387548447952,4.0913867226454,3.79906657754807,"female","female",9.63468995480316,3.94522665009673,5.68946330470643,"female","female"
"174","GSE9676","GSE9676_Biomat_18","female",9.3094627112703,10.1649194936509,11.8726710330787,6.87372708677416,6.75975505643011,11.0195420817512,3.49873594005608,4.53523804494537,"female","female",9.73719110246062,4.01698699250072,5.72020410995989,"female","female"
"175","GSE9676","GSE9676_Biomat_19","female",9.84334637059424,10.5423741417998,12.3740722408091,8.29641610825797,8.29804423311431,11.7624360245614,3.55339736900674,3.79727243202997,"female","female",10.192860256197,3.67533490051836,6.51752535567868,"female","female"
"176","GSE9676","GSE9676_Biomat_2","male",4.85087941508807,2.6069704089289,2.8265261158111,4.17411075400553,3.72249881262216,2.82863361250731,8.47181338138525,11.9475017930993,"male","male",3.27556621256473,10.2096575872423,-6.93409137467756,"male","male"
"177","GSE9676","GSE9676_Biomat_20","female",9.20438284803275,10.7928960121611,12.3793215029704,7.1945697350813,8.55969829103964,11.917219148681,3.79710638672127,4.52022107440806,"female","female",9.99863943009693,4.15866373056467,5.83997569953227,"female","female"
"178","GSE9676","GSE9676_Biomat_21","female",11.2988472995353,11.1156874506274,13.0540565053425,8.72700146461543,8.50131971181795,12.0394845739502,3.41709637831548,5.99519730804885,"female","female",11.2072673750814,4.70614684318216,6.50112053189921,"female","female"
"179","GSE9676","GSE9676_Biomat_22","female",9.90018453563327,10.8953707914264,12.6143233561795,8.94803134242662,8.94297187272462,11.7119594402288,4.67980097549649,2.96827326677338,"female","female",10.3977776635298,3.82403712113493,6.57374054239489,"female","female"
"180","GSE9676","GSE9676_Biomat_23","female",9.42305076148566,10.5823113683925,12.3126305749976,4.0116834775258,7.61624740848566,10.0632197899339,3.50280157774787,5.89754055238328,"female","female",9.74313527570975,4.70017106506557,5.04296421064418,"female","female"
"181","GSE9676","GSE9676_Biomat_24","female",8.99920517171365,10.6584078758868,12.0420149907771,4.01948842959136,7.71987477158324,9.71446190569356,5.19989609243008,3.85820981826236,"female","female",9.35683353870361,4.52905295534622,4.82778058335739,"female","female"
"182","GSE9676","GSE9676_Biomat_25","female",9.45019262190831,11.217291312018,12.5819890459964,4.01260442758395,7.14397496750135,10.0591145848198,4.14789277635129,3.71634345631928,"female","female",9.75465360336406,3.93211811633528,5.82253548702878,"female","female"
"183","GSE9676","GSE9676_Biomat_26","female",9.54488910939511,10.9298057890535,11.6480204643446,5.11870856212563,7.64402209016534,9.55360433690006,3.78343570003173,4.50500802489356,"female","female",9.54924672314758,4.14422186246265,5.40502486068494,"female","female"
"184","GSE9676","GSE9676_Biomat_27","female",10.0579917227592,10.7986176023287,12.4197758802139,4.72647703769353,8.39183644426426,11.4306563963457,3.14532529681882,4.43790683909191,"female","female",10.4283046625439,3.79161606795536,6.63668859458859,"female","female"
"185","GSE9676","GSE9676_Biomat_28","female",9.88752222450729,11.290663997567,12.9028141124012,6.62175739174652,8.58511653025013,11.702796044331,3.65887411322751,5.94015500210403,"female","female",10.5890931110371,4.79951455766577,5.78957855337135,"female","female"
"186","GSE9676","GSE9676_Biomat_29","female",9.43814103786939,11.2044244220387,12.7050340199873,6.18638170155351,8.94530043765513,12.0240903886546,3.49956529148054,3.77906006194138,"female","female",10.321282729954,3.63931267671096,6.68197005324308,"female","female"
"187","GSE9676","GSE9676_Biomat_3","male",5.36329375005337,2.67582270437252,2.82320722896807,4.06891152634578,3.58850477376781,3.71554198650132,8.16063283839678,11.9354413309312,"male","male",3.65202338013457,10.048037084664,-6.39601370452942,"male","male"
"188","GSE9676","GSE9676_Biomat_30","female",11.3213700697582,10.9414291435867,12.68491952496,9.78249702689113,8.31757993859579,12.0871379330814,3.27602313383573,3.61903732099173,"female","female",11.1313996066725,3.44753022741373,7.68386937925872,"female","female"
"189","GSE9676","GSE9676_Biomat_31","male",7.95047424650832,2.63910479289617,2.71661563518358,4.2307333184784,3.97554764987868,3.64521745147884,10.8530755858855,14.0504268725703,"male","male",3.81038255067876,12.4517512292279,-8.64136867854914,"male","male"
"190","GSE9676","GSE9676_Biomat_32","male",6.61987075007025,2.40415651954962,2.74218950128347,4.00815518443919,3.90406977539646,3.07028283932744,11.1284132734445,14.3420399339754,"male","male",3.48717630736195,12.73522660371,-9.24805029634802,"male","male"
"191","GSE9676","GSE9676_Biomat_33","male",7.81374913097101,2.77853871809821,2.85459215705903,4.25946834878651,4.05607190516211,2.6643963670925,11.1072039957946,14.3949181542034,"male","male",3.45533203111057,12.751061074999,-9.29572904388846,"male","male"
"192","GSE9676","GSE9676_Biomat_34","male",7.72428191186937,2.5278860635352,2.7760871389816,4.15397553163432,4.15137989494265,2.79197447743276,10.8491939593945,13.6842445532429,"male","male",3.47167718618771,12.2667192563187,-8.79504207013095,"male","male"
