"","dataset","sampleID","G.check","XIST_214218_s_at_8687","XIST_221728_x_at_1196","KDM5D_206700_s_at_16058","RPS4Y1_201909_at_20847","G.kmean","KMvsGEO","medianFemale","medianMale","medianF_M","G.medianF_M","Kmean.Median"
"GSE6011_Biomat_12","GSE6011","GSE6011_Biomat_12","male",4.87849571902703,5.8406211234054,8.57490580797297,10.6568102191892,"male","male",5.35955842121622,9.61585801358109,-4.25629959236487,"male","male"
"GSE6011_Biomat_13","GSE6011","GSE6011_Biomat_13","male",4.98027498664865,5.79741931597297,8.16273498537838,10.6842768383784,"male","male",5.38884715131081,9.42350591187839,-4.03465876056758,"male","male"
"GSE6011_Biomat_14","GSE6011","GSE6011_Biomat_14","male",4.91952437327027,5.69426332932432,8.28201842948649,10.6153439956757,"male","male",5.30689385129729,9.44868121258109,-4.1417873612838,"male","male"
"GSE6011_Biomat_15","GSE6011","GSE6011_Biomat_15","male",4.90328675340541,5.71340714272973,8.34169338848649,10.9391879267568,"male","male",5.30834694806757,9.64044065762165,-4.33209370955408,"male","male"
"GSE6011_Biomat_16","GSE6011","GSE6011_Biomat_16","male",4.97927968567568,6.08843772472973,8.20942623554054,10.4782352452162,"male","male",5.53385870520271,9.34383074037837,-3.80997203517567,"male","male"
"GSE6011_Biomat_17","GSE6011","GSE6011_Biomat_17","male",5.01096153264865,5.91810306343243,8.37451816237838,10.5862275718919,"male","male",5.46453229804054,9.48037286713514,-4.0158405690946,"male","male"
"GSE6011_Biomat_18","GSE6011","GSE6011_Biomat_18","male",5.05416328840541,5.92328895102703,8.20869538591892,10.566986882973,"male","male",5.48872611971622,9.38784113444596,-3.89911501472974,"male","male"
"GSE6011_Biomat_19","GSE6011","GSE6011_Biomat_19","male",4.86143447254054,5.78909072362162,8.5324858072973,10.5479919597027,"male","male",5.32526259808108,9.5402388835,-4.21497628541892,"male","male"
"GSE6011_Biomat_2","GSE6011","GSE6011_Biomat_2","male",4.96168779683784,5.80017231602703,8.23969536862162,10.2171405840811,"male","male",5.38093005643243,9.22841797635136,-3.84748791991892,"male","male"
"GSE6011_Biomat_20","GSE6011","GSE6011_Biomat_20","male",4.94361440551351,5.73646441016216,8.19445836862162,10.6624046275676,"male","male",5.34003940783784,9.42843149809461,-4.08839209025678,"male","male"
"GSE6011_Biomat_21","GSE6011","GSE6011_Biomat_21","male",4.94978532281081,5.96858462772973,8.62814712527027,10.6398359235135,"male","male",5.45918497527027,9.63399152439188,-4.17480654912161,"male","male"
"GSE6011_Biomat_22","GSE6011","GSE6011_Biomat_22","male",4.77618258718919,5.90338315194595,8.36183336621622,10.6272062356757,"male","male",5.33978286956757,9.49451980094596,-4.15473693137839,"male","male"
"GSE6011_Biomat_23","GSE6011","GSE6011_Biomat_23","male",4.85067871451351,5.60606022140541,8.51306268335135,10.8556191208108,"male","male",5.22836946795946,9.68434090208108,-4.45597143412162,"male","male"
"GSE6011_Biomat_24","GSE6011","GSE6011_Biomat_24","male",5.0343879492973,5.89993889275676,8.40077794564865,10.4757502535946,"male","male",5.46716342102703,9.43826409962162,-3.9711006785946,"male","male"
"GSE6011_Biomat_25","GSE6011","GSE6011_Biomat_25","male",5.02269650791892,5.87235717518919,7.74389725756757,10.7727081718919,"male","male",5.44752684155405,9.25830271472974,-3.81077587317568,"male","male"
"GSE6011_Biomat_26","GSE6011","GSE6011_Biomat_26","male",4.98463064916216,5.93095354135135,8.42997277743243,10.7380594051351,"male","male",5.45779209525675,9.58401609128376,-4.12622399602701,"male","male"
"GSE6011_Biomat_27","GSE6011","GSE6011_Biomat_27","male",4.81763090967567,5.46664544694595,8.59579836345946,10.6927530432432,"male","male",5.14213817831081,9.64427570335133,-4.50213752504052,"male","male"
"GSE6011_Biomat_28","GSE6011","GSE6011_Biomat_28","male",4.87999026848649,5.43779826810811,7.6481223105946,11.0246277367568,"male","male",5.1588942682973,9.3363750236757,-4.1774807553784,"male","male"
"GSE6011_Biomat_29","GSE6011","GSE6011_Biomat_29","male",5.00347525367568,5.87847946789189,8.43734491194595,10.8732333308108,"male","male",5.44097736078379,9.65528912137837,-4.21431176059459,"male","male"
"GSE6011_Biomat_3","GSE6011","GSE6011_Biomat_3","male",4.98959756545946,6.26787770764865,8.38980883521622,10.759880607027,"male","male",5.62873763655405,9.57484472112161,-3.94610708456756,"male","male"
"GSE6011_Biomat_30","GSE6011","GSE6011_Biomat_30","female",6.95191616632432,9.34897804256756,7.28273654632432,7.56344130235135,"female","female",8.15044710444594,7.42308892433783,0.727358180108107,"female","female"
"GSE6011_Biomat_31","GSE6011","GSE6011_Biomat_31","male",5.24684965289189,6.08861334267568,8.34045482335135,10.4128584999459,"male","male",5.66773149778379,9.37665666164862,-3.70892516386484,"male","male"
"GSE6011_Biomat_32","GSE6011","GSE6011_Biomat_32","female",7.41844576764865,9.92298035997297,7.03877317572973,7.36317969664865,"female","female",8.67071306381081,7.20097643618919,1.46973662762162,"female","female"
"GSE6011_Biomat_33","GSE6011","GSE6011_Biomat_33","male",4.92938125459459,5.90627403516216,8.25346286872973,10.3146176720811,"male","male",5.41782764487838,9.28404027040542,-3.86621262552704,"male","male"
"GSE6011_Biomat_34","GSE6011","GSE6011_Biomat_34","male",5.10466990602703,5.92032765054054,8.30027435913513,10.4757502535946,"male","male",5.51249877828378,9.38801230636486,-3.87551352808108,"male","male"
"GSE6011_Biomat_35","GSE6011","GSE6011_Biomat_35","female",6.62184692067568,8.30081264394594,6.96075502602703,7.23289734605405,"female","female",7.46132978231081,7.09682618604054,0.364503596270271,"female","female"
"GSE6011_Biomat_36","GSE6011","GSE6011_Biomat_36","male",4.98853071962162,5.872149983,8.24618192616216,10.3966334055135,"male","male",5.43034035131081,9.32140766583783,-3.89106731452702,"male","male"
"GSE6011_Biomat_37","GSE6011","GSE6011_Biomat_37","male",4.76153961381081,5.45170767245946,8.38482452081081,10.6671694678378,"male","male",5.10662364313514,9.52599699432431,-4.41937335118917,"male","male"
"GSE6011_Biomat_4","GSE6011","GSE6011_Biomat_4","male",4.93167339789189,6.11606525724324,8.14848345686486,10.4295021518108,"male","male",5.52386932756757,9.28899280433783,-3.76512347677027,"male","male"
"GSE6011_Biomat_5","GSE6011","GSE6011_Biomat_5","male",5.01720191340541,5.87410301764865,8.0421132784054,10.3348781995676,"male","male",5.44565246552703,9.1884957389865,-3.74284327345947,"male","male"
"GSE6011_Biomat_6","GSE6011","GSE6011_Biomat_6","male",4.99181485816216,6.06998227091892,8.39862797710811,10.6435910048649,"male","male",5.53089856454054,9.5211094909865,-3.99021092644596,"male","male"
"GSE6011_Biomat_7","GSE6011","GSE6011_Biomat_7","male",5.09118056951351,6.33771844808108,8.42906274024324,9.78421744775676,"male","male",5.7144495087973,9.106640094,-3.3921905852027,"male","male"
"GSE6011_Biomat_8","GSE6011","GSE6011_Biomat_8","male",4.89823941927027,5.89226923762162,8.54055554162163,10.8222053375676,"male","male",5.39525432844595,9.68138043959462,-4.28612611114867,"male","male"
"GSE6011_Biomat_9","GSE6011","GSE6011_Biomat_9","male",4.98463064916216,6.45948828883784,8.08861961882433,10.0174748185946,"male","male",5.722059469,9.05304721870947,-3.33098774970947,"male","male"
"GSE7142_Biomat_1","GSE7142","GSE7142_Biomat_1","male",3.2993475,5.1825075,8.43662,9.958815,"male","male",4.2409275,9.1977175,-4.95679,"male","male"
"GSE7142_Biomat_2","GSE7142","GSE7142_Biomat_2","female",8.61964,10.3343675,5.746935,6.1070175,"female","female",9.47700375,5.92697625,3.5500275,"female","female"
"GSE7142_Biomat_3","GSE7142","GSE7142_Biomat_3","male",3.5414575,5.213225,8.1768675,10.2745,"male","male",4.37734125,9.22568375,-4.8483425,"male","male"
"GSE7142_Biomat_4","GSE7142","GSE7142_Biomat_4","male",3.4014425,5.0986325,8.4139275,10.04595,"male","male",4.2500375,9.22993875,-4.97990125,"male","male"
"GSE7638_bioMaterial_1","GSE7638","GSE7638_bioMaterial_1","female",7.19548070653125,6.48811405634375,3.39449281760625,5.71437770420625,"female","female",6.8417973814375,4.55443526090625,2.28736212053125,"female","female"
"GSE7638_bioMaterial_10","GSE7638","GSE7638_bioMaterial_10","female",7.1729132810625,7.14127954869375,3.663024005775,5.1858333683625,"female","female",7.15709641487812,4.42442868706875,2.73266772780937,"female","female"
"GSE7638_bioMaterial_100","GSE7638","GSE7638_bioMaterial_100","female",7.40342037260625,6.89380904098125,3.6029985342,4.5582227564625,"female","female",7.14861470679375,4.08061064533125,3.0680040614625,"female","female"
"GSE7638_bioMaterial_101","GSE7638","GSE7638_bioMaterial_101","male",2.66915782443125,2.87415846191875,6.62683252881875,10.9512965001875,"male","male",2.771658143175,8.78906451450312,-6.01740637132812,"male","male"
"GSE7638_bioMaterial_102","GSE7638","GSE7638_bioMaterial_102","male",2.63719867105625,3.07406471378125,6.45184122286875,11.0670718276875,"male","male",2.85563169241875,8.75945652527813,-5.90382483285938,"male","male"
"GSE7638_bioMaterial_103","GSE7638","GSE7638_bioMaterial_103","male",3.0294880366625,3.04544985213125,7.10019234735625,11.2647696895,"male","male",3.03746894439687,9.18248101842812,-6.14501207403125,"male","male"
"GSE7638_bioMaterial_104","GSE7638","GSE7638_bioMaterial_104","male",2.88902046205625,3.47863024164375,7.7449044188875,11.0741057086875,"male","male",3.18382535185,9.4095050637875,-6.2256797119375,"male","male"
"GSE7638_bioMaterial_105","GSE7638","GSE7638_bioMaterial_105","male",3.05657292569375,3.06869968211875,6.9645288192875,11.2533816894375,"male","male",3.06263630390625,9.1089552543625,-6.04631895045625,"male","male"
"GSE7638_bioMaterial_106","GSE7638","GSE7638_bioMaterial_106","male",2.6972611378125,2.96793472568125,7.2044105304125,11.2956591795,"male","male",2.83259793174688,9.25003485495625,-6.41743692320937,"male","male"
"GSE7638_bioMaterial_107","GSE7638","GSE7638_bioMaterial_107","male",2.8109323744,3.21479805379375,6.868767298375,11.1333912088125,"male","male",3.01286521409688,9.00107925359375,-5.98821403949687,"male","male"
"GSE7638_bioMaterial_108","GSE7638","GSE7638_bioMaterial_108","female",7.168889816125,6.92321927003125,3.54888979115625,4.718064776575,"female","female",7.04605454307812,4.13347728386563,2.9125772592125,"female","female"
"GSE7638_bioMaterial_109","GSE7638","GSE7638_bioMaterial_109","male",2.80192099205625,3.20222309445,7.12872263585938,11.34800209725,"male","male",3.00207204325312,9.23836236655469,-6.23629032330156,"male","male"
"GSE7638_bioMaterial_11","GSE7638","GSE7638_bioMaterial_11","male",2.7081338324,3.103662744925,7.34626552581875,10.9480457728125,"male","male",2.9058982886625,9.14715564931562,-6.24125736065313,"male","male"
"GSE7638_bioMaterial_110","GSE7638","GSE7638_bioMaterial_110","male",2.69110712889687,3.05393832313125,7.38669399649375,11.34800209725,"male","male",2.87252272601406,9.36734804687188,-6.49482532085782,"male","male"
"GSE7638_bioMaterial_111","GSE7638","GSE7638_bioMaterial_111","male",3.0257995643,3.00061029228125,7.08982594559375,10.988654368375,"male","male",3.01320492829062,9.03924015698438,-6.02603522869375,"male","male"
"GSE7638_bioMaterial_112","GSE7638","GSE7638_bioMaterial_112","female",6.9413996386375,7.2163931614,3.350589888225,4.74166254253125,"female","female",7.07889640001875,4.04612621537813,3.03277018464062,"female","female"
"GSE7638_bioMaterial_113","GSE7638","GSE7638_bioMaterial_113","male",2.85722111443125,2.91455615690937,7.30383070619375,11.226680793375,"male","male",2.88588863567031,9.26525574978437,-6.37936711411407,"male","male"
"GSE7638_bioMaterial_114","GSE7638","GSE7638_bioMaterial_114","male",2.6746882480625,3.16850169350625,6.844940503675,11.2730291353125,"male","male",2.92159497078438,9.05898481949375,-6.13738984870937,"male","male"
"GSE7638_bioMaterial_115","GSE7638","GSE7638_bioMaterial_115","male",2.74770386005,3.04533926008125,6.1990954084625,10.8712144465,"male","male",2.89652156006562,8.53515492748125,-5.63863336741562,"male","male"
"GSE7638_bioMaterial_116","GSE7638","GSE7638_bioMaterial_116","male",2.88930583875,3.013739199,7.42066938910625,11.0741057086875,"male","male",2.951522518875,9.24738754889687,-6.29586503002187,"male","male"
"GSE7638_bioMaterial_117","GSE7638","GSE7638_bioMaterial_117","male",2.96594993659375,3.02331580128125,7.714359364125,11.1585457879375,"male","male",2.9946328689375,9.43645257603125,-6.44181970709375,"male","male"
"GSE7638_bioMaterial_118","GSE7638","GSE7638_bioMaterial_118","male",2.5304311362625,3.15258137998125,7.19291015963125,11.3691240103125,"male","male",2.84150625812187,9.28101708497188,-6.43951082685,"male","male"
"GSE7638_bioMaterial_119","GSE7638","GSE7638_bioMaterial_119","female",6.5948320338,6.29549462871875,3.4120658479625,4.79342711998125,"female","female",6.44516333125937,4.10274648397187,2.3424168472875,"female","female"
"GSE7638_bioMaterial_12","GSE7638","GSE7638_bioMaterial_12","male",2.96346298099375,3.16998423411875,7.241049473,11.35227652225,"male","male",3.06672360755625,9.296662997625,-6.22993939006875,"male","male"
"GSE7638_bioMaterial_120","GSE7638","GSE7638_bioMaterial_120","male",2.7074524783125,2.75627113725,6.7350837579875,11.03712297475,"male","male",2.73186180778125,8.88610336636875,-6.1542415585875,"male","male"
"GSE7638_bioMaterial_121","GSE7638","GSE7638_bioMaterial_121","female",7.14400771843125,7.69162648910625,3.31589083665625,4.61965512281875,"female","female",7.41781710376875,3.9677729797375,3.45004412403125,"female","female"
"GSE7638_bioMaterial_122","GSE7638","GSE7638_bioMaterial_122","female",7.59181212209999,6.72216764810625,3.078133998525,4.16391059159375,"female","female",7.15698988510312,3.62102229505938,3.53596759004374,"female","female"
"GSE7638_bioMaterial_123","GSE7638","GSE7638_bioMaterial_123","male",2.8356602568875,3.02768990955625,7.20125997108125,11.2195371566875,"male","male",2.93167508322187,9.21039856388438,-6.2787234806625,"male","male"
"GSE7638_bioMaterial_124","GSE7638","GSE7638_bioMaterial_124","male",2.945945221775,3.1537797379,7.10019234735625,11.1795848990625,"male","male",3.0498624798375,9.13988862320937,-6.09002614337187,"male","male"
"GSE7638_bioMaterial_125","GSE7638","GSE7638_bioMaterial_125","female",7.4964659642625,7.33244117583749,3.3672367318875,4.8321206476,"female","female",7.41445357004999,4.09967868974375,3.31477488030624,"female","female"
"GSE7638_bioMaterial_126","GSE7638","GSE7638_bioMaterial_126","female",7.33892304309375,6.899823815975,3.4358265042875,4.91881046943125,"female","female",7.11937342953438,4.17731848685937,2.942054942675,"female","female"
"GSE7638_bioMaterial_127","GSE7638","GSE7638_bioMaterial_127","female",7.14994089623125,7.37303888735625,3.7700629579625,4.41685752210625,"female","female",7.26148989179375,4.09346024003437,3.16802965175938,"female","female"
"GSE7638_bioMaterial_128","GSE7638","GSE7638_bioMaterial_128","female",7.2969055761375,6.78718374319375,3.41853139683125,5.78671144405,"female","female",7.04204465966562,4.60262142044062,2.439423239225,"female","female"
"GSE7638_bioMaterial_129","GSE7638","GSE7638_bioMaterial_129","male",2.89823845535625,3.075130974525,7.042093566725,11.245933535125,"male","male",2.98668471494063,9.144013550925,-6.15732883598437,"male","male"
"GSE7638_bioMaterial_13","GSE7638","GSE7638_bioMaterial_13","male",2.8354872709,3.406598119025,7.51257921951875,11.1061512955,"male","male",3.1210426949625,9.30936525750938,-6.18832256254688,"male","male"
"GSE7638_bioMaterial_130","GSE7638","GSE7638_bioMaterial_130","male",3.0429535690375,2.87653850515625,7.037862822575,11.3394156406875,"male","male",2.95974603709687,9.18863923163125,-6.22889319453437,"male","male"
"GSE7638_bioMaterial_131","GSE7638","GSE7638_bioMaterial_131","male",2.79907494635,2.893204959325,6.975685961125,11.151509794375,"male","male",2.8461399528375,9.06359787775,-6.2174579249125,"male","male"
"GSE7638_bioMaterial_132","GSE7638","GSE7638_bioMaterial_132","male",2.63719867105625,3.19277533945,6.99030517580625,11.1027793875,"male","male",2.91498700525313,9.04654228165312,-6.1315552764,"male","male"
"GSE7638_bioMaterial_133","GSE7638","GSE7638_bioMaterial_133","male",2.68777563019375,3.13572876956875,6.69139113285,10.4572186505625,"male","male",2.91175219988125,8.57430489170625,-5.662552691825,"male","male"
"GSE7638_bioMaterial_134","GSE7638","GSE7638_bioMaterial_134","female",6.85387786071875,6.52299114510625,3.66642298918125,4.4347066862,"female","female",6.6884345029125,4.05056483769062,2.63786966522188,"female","female"
"GSE7638_bioMaterial_135","GSE7638","GSE7638_bioMaterial_135","male",7.20888839678125,7.00353048735938,3.26579132316875,4.03706219134375,"female","disagree",7.10620944207031,3.65142675725625,3.45478268481406,"female","female"
"GSE7638_bioMaterial_136","GSE7638","GSE7638_bioMaterial_136","female",6.61741199560625,6.51781297953125,3.66031972606875,4.4252639663,"female","female",6.56761248756875,4.04279184618438,2.52482064138438,"female","female"
"GSE7638_bioMaterial_137","GSE7638","GSE7638_bioMaterial_137","male",2.86741786934375,3.1149905877625,7.26296525740625,10.854436924125,"male","male",2.99120422855313,9.05870109076563,-6.0674968622125,"male","male"
"GSE7638_bioMaterial_138","GSE7638","GSE7638_bioMaterial_138","female",7.60238549988125,7.21896084189375,3.10448193025625,5.14800598485312,"female","female",7.4106731708875,4.12624395755468,3.28442921333282,"female","female"
